date,text,rating
2019,"You can't go wrong with anything on the menu, but here are some favorites:
- wagyu beef tataki
- jumbo squid
- roast duck
- corn tempura
- salmon carpaccio

Waitlist on Yelp before heading over!",5.0
2019,"Order again:
A5 Wagyu nigiri, damn good, thin slice, but well marbled.
Beef tongue skewer, meaty with some bits of fat, I like this texture.
5 type sashimi, fresh, good, could order again.

Maybe order again:
Corn tempura, 2 pieces, I remember this being more crunchy and awesome. Still good now. Something different.
Yuba, not bad, but not sure if the tofu skin helps the roe and uni flavors at all.
Canadian pork kakuni, soft tender pieces, fat well rendered, egg not too tasty.
Premium angus beef tongue, bigger plate than I imagined, truffle oil and salt brings out flavors, tender.
Beef intestine skewer, very meltttty fatty piece outside and intestine is chewy, super well charred, very fragrant fat smell.",5.0
2019,"This place is well deserving of its 4.5 stars aggregated rating and all the glowing reviews! Do prepare to drop some major dough $$ though. For the two of us, we spent close to $100 for 1 sparkling sake + a bunch of izakaya dishes. I think we did over-order by one dish though as we were super stuffed.

My mom and I came 10 minutes before opening and there was hardly a wait. Even after 30 minutes past opening time, there were still a handful of tables left. Maybe we came on a good day? If you can, try to avoid sitting right by the door as you would get the stench of urine from the wind blowing in smells through the open door.

We wound up getting the:

Suzuki (5/5): Super amazing. Would definitely order again. The sauce was perfection.

Pork Belly Skewer (4/5): Right ratio of fat and meat. A bit salty though. Depending on how I feel, I might skip this

Beef Tongue w/ truffle oil and Sea Salt (5/5): Very tender and the perfect amount of done. Perfectly seasoned. You can definitely taste and smell the truffle oil.

Scallop Skewer (3/5): I am meh on the dish, but my mom really enjoyed it. There wasn't much flavor imo and the scallops were a bit tough.

Yuba Spoons (4/5): Only complaint is that I wish they gave me more uni as the eggs overwhelmed any other taste

Eggplant (3/5): Nothing special about it. The sauce was a bit too sweet for me.

Can't wait to come back and try the rest of the menu!",5.0
2019,"They don't take reservations but you can sign up on their wait list from Yelp.  Expect a very long wait. On a weekend on opening time at 5:30PM, when we checked it gave us an estimate of 7:45PM. Street parking can be challenging but doable if you're willing to walk a few blocks.

But if you can put up with the wait, you're in for a treat. The restaurant is not that big, can can only seat about 35 to 40 people (one restroom stall). Without a doubt, the food here is fresh. Their fish collar is not what you expect.. it is HUGE and can easily be shared between 6 to 10 people. Grill Octopus was excellent. The Wagyu Carpaccio was strange as we had two orders but both order the Wagyu have different colors and texture. Excellent varieties of Saki.

Service was a bit unique as this is one of the place I can recall that impose a per person service charge for cutting a birthday cake. Also there's a small surcharge for credit card usage.",5.0
2019,"Everything here is really good, but I didn't really find anything that blew my mind away. None the less, you should try this restaurant for the uniqueness of the items on their menu. There aren't a lot of other places in the Bay that serves what they have.

This is a really small restaurant. ""Rubbing shoulders with your neighbor"" is a literal saying here.

If you're going to use Yelp waitlist to get a table, you need to tell them when you arrive or else they will assume you're not there. They don't bother calling your name until you check in here. This is how I got my table given away to the party after me :( Other than this, service was friendly and attentive.

This is what my party of 2 ate:

- Corn tempura: Tastes like what it sounds like
- Spicy jellyfish: Love this! Really fresh and flavorful.
- Beef tongue skewer: This was the most disappointing item. Some pieces of it were over done, so the beef had a tough/stringy texture
- Clam & cilantro ramen: Clear-ish broth soup and it wasn't really heavy. Loved this!!
- chicken cartilage: Taste and texture is what you'd expect. The batter was really light and this was perfectly fried too
- black cod: really good, but didn't taste too different than when I had this dish elsewhere
- Kyoto beer: I already want another one
- Aged plum wine: delish & refreshing

Total bill was around $90+tip.",4.0
2019,"My work Grub Club's conquest tonight was the highly-rated Japanese yakitori spot in Berkeley, which has been on my bookmarks list for a while.

Arrived right when it opened at 5:30p and there was already a line to get in.  The dining area was intimate and became packed about 30-45 min into our dinner.

My coworkers and I ordered a variety of food and  each dish was executed so well.

- tempura corn fritters- whimsical with a nice crunch and sweet corn flavor
-garlic edamame- savory and fresh
- beef tongue skewers - super tender and tasty
- pork belly skewers- delicious with the miso paste
- albacore ceviche -  bright and refreshing
- clam and cilantro ramen- flavorful depth of broth
- agedashi cod- umami notes
- salmon roe fried rice - salty goodness
- rice balls with shiso leaf - perfect to accompany the proteins
- blue fin tuna kama (OMG this was my favorite dish. Huge collar bone with the most tender flaky meat.  Takes 30 min to make so order right away.  $40 and so worth it, especially with a big group.
- Sochu samplers - I liked the Tekkan (distilled from sweet potato and rice) and Kanokko (distilled from barley and similar to whiskey)

We were pretty stuffed by the end of the meal and our bill was about $56 each for 5 of us.  Not bad considering all of the scrumptious food we consumed.  What an amazingly delectable meal!  I would definitely return with friends who love Japanese ""tapas.""",5.0
2019,"Loved every bite of the food. There's so much flavor in every single bite, I did not want to leave even though I was stuffed.

Make sure to order these:
Corn fritters - Trust me it's really good. It's not regular corn tempura.
Foie gras with rice - melty goodness...
Beef tongue - cooked to right temperature.",5.0
2019,"This is the first time I had Japanese food in the US. Kiraku is at a good price, convenient place, the services are nice as well. I like their food very much, especially for the beef tongue.
But then, I do think it's necessary for the staff to higher their voice as it's quick noisy there and I could barely hear what they say when I get my menu. Hence, I do think it's a little bit difficult for us to read the menu without a photo as many of the names are named with Japanese English that we are not easy to understand. This greatly slower our ordering speed.
Overall, I do think this is a good restaurant and I recommend you all to try.",4.0
2019,"Came on a Thursday night at around opening and quite shocked that we didn't have to wait since I've heard so much hype around the restaurant.

The vicinity is a small place but they're really smart with their table arrangements. Service is nice.

We were given a warm hand towel to begin our night.

We ordered:

- chefs choice of three: tuna, salmon and scallop. Definitely would order this again!! So fresh and good. 5/5

- beef tataki: thinly sliced pieces, aesthetically pleasing but I've definitely had better. 4/5

- corn tempura: wasn't expecting to like this as much as I did but wow!! Yum!! 5/5

- kaison don: the bowl is definitely a lot smaller than I thought, maybe 3x3"" in diameter and half of it was rice. Though the contents were great, I did expect more. 4.5/5

- Canadian pork belly with runny egg: MUST ORDER THIS. This was my favorite thing. 5/5

- sweet potato fries: we had to ask for a tempura sauce because it just felt like it was missing something. 3.5/5

- yaki udon comes with octopus and basil sauce: compared to the other orders, this bowl seemed ginormous. But if you compared this bowl size to any other restaurant, then it would be a regular sized bowl.

Overall, would definitely come again!",4.0
2019,"I've come here quite a few times since I've discovered this place two years ago and it's quickly become my favorite tapas place. Me and my boyfriend went on a rainy night at opening and were seated right away. And when we left an hour and a half later, there was only one couple waiting. What a life. I'll be coming here on rainy nights only from now on just to avoid a wait.

*** Loves ***
- Yuba: These are magical spoonfuls of uni and ikura. The taste of ocean but not too much ocean just explodes as soon as you put it in your mouth :')

- Corn Tempura: I can't even describe how good these are. I could order 5 of these and be happy.

- Shime Saba: Torched pieces of makerel sashi, super decadent and the torched part gives it the perfect amount of smoky flavor.

- Black Cod: Butterygoodness

*** Mehs***
- Grilled Beef Tongue: I would recommend getting either the skewer or the truffle beef tongue over this. It's less flavorful than the other two and a little more chewy imo.

- Snow crab Broccolini with Uni: I was excited for this one, but I thought it was a little too bitter. There's also very little snow crab.

Overall, you can't really go wrong with most of the dishes here. Since you'll be ordering a bunch of dishes, there's bound to be something that you fall in love with.",5.0
2019,"I correct my rating. I would give it 1.5 stars. Looking back, I felt the food wasn't that great. It didn't really taste that authentic. It feels more adapted to the American palette than being an authentic Japanese restaurant. The uni and wagyu nigiri combo seemed really confusing to the palette. I would prefer enjoying each separately.",2.0
2019,"One of my favorite spots of all-time in Berkeley. When I think great food scene to introduce to an out-of-town friend, Kiraku is one of few restaurants immediately on the tip of my tongue.

Reason being? Everything I've ordered at Kiraku has been a success. I have yet to be disappointed by Kiraku's menu. Granted, I've only been there for a total of 4-5 times, but I have oftentimes tried to veer away from repeating favorites too often and try new things. The fact that Kiraku is a tapas restaurant, which invites people to share and talk over that complementary hot sake and bit of sashimi, makes eating there a wonderful dining experience from beginning to end.

The wait is worth it if you're a fan of Japanese food. I also like Ippuku on Center St. but Kiraku is hard to beat, thanks to its fantastic menu and cheery, loud ambiance.",5.0
2019,"Don't get me wrong.  The food is good, consistently.  Always, people are waiting to get in when they open at 5:30pm.  What surprised me this time, though, is to find the extra charge the owners decided to put on when customers pay with credit cards.  In this age of digital payment, the management is penalizing the use of credit/debit card, and their reasoning is ""to be fair to cash paying customers"".    ( Please see the notice on the restroom door.  )In my opinion, they are actually promoting/encouraging cash payment, instead.   Maybe the local State Board of Equalization should come pay a visit?  
Average bill for two of us usually runs about $80~$100, here.  This is not a mom and pop shop where they cannot afford credit/debit card transaction fee.  And this store is always packed.  
Maybe I am a little harsh but this doesn't sound right, in my opinion.  The penalty to use credit card turns out to be approx 5% of the bill.(Please see the 2nd photo) The owners claim that this extra 5% is the convenience fee that is being charged by processing companies, which I very much doubt, since the charge amounts are fairly large, at this store, and it shouldn't be that high, in my opinion.  In any case, with this logic, other fine restaurants that are packed with customers every night should follow the suit, as wells as fine hotels?
Okay, well, I will consider this 5% as a extra tip to the owner!  Cheers.",1.0
2019,"Kiraku is a small izakaya serving Japanese dishes. I really liked this spot and will definitely return.

We tried a bunch of items but the standouts were the grilled shio saba ( grilled salted mackerel) and the beef tongue with truffle oil and salt.

I loved how friendly the service was and how you get to choose your own cup ( I think the owner might be a pottery enthusiast? ) I choose a slightly squat, round sake cup, and it gave me joy every time I drank from it.

Make a reservation because it can get crowded.",4.0
2019,"I wanted to take my best friend out for his birthday. After searching yelp I narrowed down to this place. I had a hard time finding how to make reservations so I decided to call, I called boom reservations.

People mistake the yelp waitlist booking for reservations, don't be those people. Call if you want reservations. Don't show up earlier thinking you will get priority since you have reservations. Come at the time of your reservations.

So we ubered it there from Oakland and guess what? We got here early. We had to wait until our exact reservations time then we sat down. Lesson learned.

The place is quite small, it better be worth the wait.Started with some sake I forget which.

First thing was uni spoons. Yummy.

Suzuki carpaccio was up next. That s**t was smokey and finger licking good.

The corn tempura was cooked to perfection, it had a nice crunch and it was lite. Probably one my favorite dishes.

Okay so far so good next, the beef tongue skewers didn't look to good when it came out but boy I was wrong. Very tender tongue.

Beef intestine skewers had a nice char taste to it. But it did seem like I was eating fat.

Last was the roast duck. Me and buddy didn't like it. I guess we don't like the idea how it wasn't fully cooked. But I can see why others like it.

All in all, if you do the reservations right, it's a pretty cool joint. Food is good. Place is quite small. Would I go back again? Probably a one time thing for me at least but worth to check out.",4.0
2019,"Wow! The food here was incredible. Came here with two friends and I don't think there was a single dish I didn't like. The place is small so expect a wait -- we had to wait almost an hour and a half, but Kiraku uses Yelp to manage their waitlist so you can sign up for the wait without even being at the restaurant! The service will let you know how many people are ahead of you and when you should aim to be there.

All the plates are pretty small so you should order a lot and expect to pay a bit more than you might for your average meal. That said, for the quality of the food, the price is really not bad.

Some of my favorite dishes:
- Corn tempura
- Croquette
- Tuna cheek
- Pork belly with soft boiled egg

Service is fast, food is excellent, I will definitely be back.",5.0
2019,"I love this place. I wish I knew I could do a yelp check in before I went because the wait was over a hour. Everything was delicious but the sea bass, I should've just went for the salmon but I wanted to try something new. Get the fried corn, croquet, tuna cheek, waygu, and clam ramen! You won't be disappointed with those dishes. It's cheaper if you bring cash. There is a surcharge for credit and they're upfront about it on the menu by indicating cash prices. I think if you make reservations it's a $40 minimum per person.

Ambiance-5
Food-5
Wait-3
Service-5

I would definitely come back! Most of the dishes are bomb ! And now that I know they have yelp check in I'll probably be back more often because the wait can be crazy and I live in the southbay now.",5.0
2019,"We came here with a group of friends. Small restaurant, but the servers was very attentive and helpful. Food was amazing. Our favorite has to be the tuna collar and the sashimi chef special, uni spoon and the beef tongue was delicious. If you haven't been a fun place to catch up with friends while enjoying good food and drinks.",4.0
2019,"TL;DR: great small menu items to share, long wait times, great for dates and special occasions!

I've been meaning to try Kiraku out for my entire time in Berkeley! Although I'm glad I finally tried it, I wasn't exactly sure what I expected. This small restaurant, despite its daily wait time and tight seating area, is a great location for special occasions and dates. It can be too pricey for your average college student, but I would like to come back in the future for a special reason.

I went with my family for my sister's birthday and we ordered a wide variety of items. The list is: Baby Squid, Baby Scallop Skewer, Pork Belly Skewer, S&P Soft Shell Crab, Agedashi Tofu, Chicken Karage, Corn Tempura, Roasted Duck, Wagyu Beef Nigiri w/ Uni, and Yaki Udon. Since there are so many items, I'm ditching my usual review form and just talking about highlights.

PROS: My favorite dishes of the night were the pork belly, roasted duck, agedashi tofu, and corn tempura (in that order). The pork belly was exactly what I was looking for in terms of a tapa and savory dish. The added paste was a great add on and added a lot to the flavor. The roasted duck was a pretty large dish, so it was great to share. Not too gamey and really good quality meat. Agedashi tofu was a strong serving with a delicious sauce, also great to share. The corn tempura, as many others have said, is exactly what you would expect. However, I loved the sweetness of the corn and I thought it paired well with the sauce from the tofu.

DELTAS: To start, I didn't really enjoy the baby squid because raw squid is not really my thing. It was really salty and slimy with an undertone of soy sauce, so I wouldn't have it again. Contrary to popular opinions, I thought the wagyu beef nigiri was underwhelming. I feel that the uni and wasabi strongly overpowered the dish, which made it still enjoyable, but I was hoping for more beef flavor. To end our meal, we shared the yaki udon, which had to be the most interesting dish of the night. I enjoyed the umami of the bonito flakes, but pesto with udon wasn't a mix for me.

The wait time was pretty abysmal, even for a Thursday night and using the waitlist. There's almost no room to wait around, so most parties have to wait outside. Utilize the Yelp waitlist as early as you can. I think this is a really great location for a date or celebration with smaller parties. This is no way an every week meal, as it's super pricey considering the restaurants around it. However, it has a great reputation in Southside for a reason. I'm excited to come back to this location in the future with a special someone or when I have a better palette for high-end foods.",4.0
2019,"An unforgettable meal of Japanese tapas. Will cost you a pretty penny for maximum enjoyment.

Wagyu beef - delicate and tasty
Roasted duck - perfectly crispy and sweet duck skin with a hearty bite of meat
Salmon sashimi - generously buttery and hefty  
Buta kim - decent, but forgettable. Junk food style dish with overly sauced vegetables and excessively fatty meat
Beef tongue - bold, smoky, barbecue-ish flavor that I could lick clean
Corn tempura - I would not get this normally, but the meal lacks carbs, and this surprisingly tasty dish ties everything together

Cost about $85 for 6 dishes. Don't have a reason to be in Berkeley, but this restaurant gives me 6.",5.0
2019,"Must make reservations. My friend and I thought we would join the waitlist right at 5:30 when it opened on yelp. We did that and was told to check in at 6:30, which we did. But then we still didn't get seated until 8. We wouldn't mind just getting there at 8 but the yelp waitlist estimate was incredibly wrong.

But the food was so good!!!!!! We ordered 10 dishes and only didn't like 1. But you can't be perfect.",4.0
2019,"Oh my gosh this place is horrible . We were shocked multiple times at this small Japanese eatery . Group of 4 saw the menu and didn't like the food but we had ordered 2 items the fish head and seaweed salad . We wanted to leave but they said we are required to order at least 15$ each . Shock number 2 , we used our credit card to pay and was charged $3 for using a credit card instead of cash ... never going back to this place . We were hustled out of our money . Food is not even good",1.0
2018,"Ok ok not bad of a place... Met with a few friends for an easy Izakaya place to spend well over $100 on delicious and fresh Japanese food why not here. The quality of the food is excellent, and the unique seasonal items make the place special.
The decor has that OG Japanese feel, portions are small but thats true Izakaya style bar.
My recommendations the grilled squid, the fois gras seasonal item, karage chicken, the one spooner uni, there sashimi, beef tongue, and check out the rest of my pics DELICIOUS! When i go back to the bay im back for sure!",4.0
2019,"They have items on the menu that I haven't seen anywhere else. Not to mention that everything I've tried here is amazing. Do yourself a favor and make a reservation first to skip the wait. Reservations require a $40 spend per person, but it's well worth it. They never rush you and all of the staff are amazing!

This stop we ordered:
The tsunami sampler with fermented firefly baby squid, smoked pickles with cream cheese, and spicy jellyfish. All were great, and for $11 the portions were small but adequate for snacking. The only small disappointment was the jellyfish, with no hint of spice (though it was still tasty)
Black pork belly skewer, yum!
Baby scallop skewer, great bbq flavor with the organs intact. They were damn tasty!
Sliced mackerel, tasty, clean and fatty. Great taste and a decent portion.
Black cod grilled with sake lees, a definite go to!
7 fish two piece each sashimi platter. $44 and every piece of fish is premium and delicious in its own right!
Tempura corn with green tea salt, yes it sounds simple and it is, but it goes great with beer and a good little snack :)
Their beers are solid too, give them a try. You may leave with your picket a little lighter, but I promise you that the food will be amazing!!!",5.0
2018,"Came here for a more ""fine dining"" experience, and I now wish I knew about this place earlier - especially since it's pretty close to campus!

My boyfriend and I arrived at around 5:45 PM on a Tuesday night and it was already getting full inside the restaurant. We were able to nab a seat, and we ordered a total of 6 dishes.

Yuba - 4.5/5
A spoonful of salmon eggs and a slice of sea urchin. It tasted like the ocean in the best and most pure way possible. Extremely fresh and amazingly soft of texture. Perfect start to our meal.

Suzuki Carpaccio - 4.5/5
I don't think I've ever tasted anything quite like this before. It was delicate and flavorful at the same time, can't really describe it more!

Beef Tongue Skewer - 5/5
Favorite dish of the night. Extremely tender meat topped with a delicious sauce.

Jumbo Squid - 3/5
Not bad but lackluster when compared to the other dishes. Squid did not have a lot of flavor on its own, so the dipping sauce on the side is a must. Very chewy and filled us up.  

Karaage - 4.5/5
Yum! It's like the popcorn chicken you can get at boba shops but much tastier. Unexpectedly juicy, and just the right amount of crisp on the outside.

Corn Tempura - 4/5
Great dish to finish off our meal. Tasted like how you would expect deep fried corn to taste like. A bit sweet which I enjoyed.

I will definitely be coming back on a special occasion to give their other dishes a try. 6 dishes was the right amount for 2 people without feeling overly indulgent. Hands down one of the best restaurants in Berkeley.",5.0
2018,"I've heard about Kiraku from my friend, specifically because she knew my love for corn and had highly recommended the corn tempura.

Kiraku is a very intimate restaurant with limited seating, so make sure to go early if you want to get into the first round of seating! When my sister and I arrived around 5:40pm shortly after they opened, there was already a pretty long waitlist since we missed the first seating. We waited for about an hour and was seated around 6:30-6:45PM.

We ordered the Suzuki Carpaccio, the corn tempura (a must for me!), the grilled onigiri, Moro Q, jumbo grilled squid, and grilled beef tongue for two people. We were actually able to finish all the dishes as they are all fairly small plates.

I would recommend all the dishes we ordered except for maybe the grilled onigiri. While it was decent, I thought it was a bit plain and the flavor was too similar to the Moro Q that it felt extra for our meal. My favorite dishes from the meal was the corn tempura, jumbo squid, and beef tongue!",5.0
